fund_code,fund_name,综合评分,sharpe_ratio,max_drawdown,manager_term,concentration,num_holdings
001170,瀹忓埄澶嶅叴娣峰悎A,0.24496920076818784,,,,45.34,10.0
001513,鏄撴柟杈句俊鎭浜т笟娣峰悎A,0.24461639749356145,,,,45.22999999999999,10.0
001534,鍗庡疂涓囩墿浜掕仈娣峰悎A,0.24454756264293953,,,,47.75,10.0
000390,鍗庡晢浼樺娍琛屼笟娣峰悎A,0.24174124091704413,,,,33.45,10.0
001184,鏄撴柟杈炬柊甯告佺伒娲婚厤缃娣峰悎,0.23953429087391803,,,,35.13,10.0
001194,鏅椤洪暱鍩庣ǔ鍋ュ洖鎶ユ贩鍚圓,0.23942864038268233,,,,55.72,10.0
001407,鏅椤洪暱鍩庣ǔ鍋ュ洖鎶ユ贩鍚圕,0.23930631622366091,,,,55.72,10.0
000714,璇哄畨绋冲仴鍥炴姤娣峰悎A,0.2339479518975689,,,,48.11000000000001,10.0
000354,闀跨洓鍩庨晣鍖栦富棰樻贩鍚圓,0.2335310874350594,,,,60.67,10.0
000940,瀵屽浗涓灏忕洏绮鹃夋贩鍚圓,0.23298311041694417,,,,44.55,10.0
000698,瀹濈泩绉戞妧30娣峰悎,0.23257873792401834,,,,57.78999999999999,10.0
001075,瀹濈泩杞鍨嬪姩鍔涙贩鍚圓,0.23009376945941118,,,,62.059999999999995,10.0
001412,寰烽偊閼鏄熶环鍊肩伒娲婚厤缃娣峰悎A,0.22939570666335773,,,,65.58000000000001,10.0
001437,鏄撴柟杈剧憺浜娣峰悎I,0.2251977825615596,,,,66.39999999999999,10.0
001438,鏄撴柟杈剧憺浜娣峰悎E,0.22495313424351676,,,,66.39999999999999,10.0
001239,闀跨洓鍥戒紒鏀归潻娣峰悎,0.22480902123596885,,,,47.49,10.0
001037,鍥芥姇鐟為摱閿愭剰鏀归潻娣峰悎A,0.22197401958719584,,,,45.24,10.0
000017,璐㈤氬彲鎸佺画娣峰悎,0.21121828957918534,,,,59.33,10.0
001227,涓閭淇℃伅浜т笟鐏垫椿閰嶇疆娣峰悎A,0.21059771342313738,,,,29.27,10.0
000969,鍓嶆捣寮婧愬ぇ瀹夊叏娣峰悎,0.20987808945722547,,,,59.720000000000006,10.0
